Year,Country / territory of asylum/residence,Origin,Refugees (incl. refugee-like situations),Returned refugees,Total Population
1969,Lebanon,Syrian Arab Rep.,1200,0,1200
1969,Lebanon,Various/Unknown,610,0,610
1969,Liberia,Nigeria,1000,0,1000
1969,"China, Macao SAR",China,65000,0,65000
1969,Morocco,Various/Unknown,1440,0,1440
1969,Netherlands,Various/Unknown,8000,0,8000
1969,Nepal,Tibetan,7990,0,7990
1969,New Zealand,Various/Unknown,2000,0,2000
1969,Paraguay,Various/Unknown,4000,0,4000
1969,Sudan,Dem. Rep. of the Congo,6350,0,6350
1969,Sudan,Congo,0,950,950
1969,Sudan,Ethiopia,31000,0,31000
1969,Senegal,Cabo Verde,400,0,400
1969,Senegal,Guinea-Bissau,67800,0,67800
1969,Senegal,Nigeria,50,0,50
1969,Senegal,Various/Unknown,150,0,150
1969,Sierra Leone,Nigeria,500,0,500
1969,Serbia and Kosovo (S/RES/1244 (1999)),Albania,3920,0,3920
1969,Serbia and Kosovo (S/RES/1244 (1999)),Greece,18930,0,18930
1969,Serbia and Kosovo (S/RES/1244 (1999)),Hungary,3270,0,3270
1969,Sweden,Various/Unknown,17000,0,17000
1969,Togo,Nigeria,200,0,200
1969,Turkey,Albania,370,0,370
1969,Turkey,Bulgaria,90,0,90
1969,Turkey,Hungary,90,0,90
1969,Turkey,Serbia and Kosovo (S/RES/1244 (1999)),130,0,130
1969,Turkey,Various/Unknown,720,0,720
1969,United Rep. of Tanzania,Dem. Rep. of the Congo,550,0,550
1969,United Rep. of Tanzania,Congo,0,50,50
1969,United Rep. of Tanzania,Mozambique,40000,0,40000
1969,United Rep. of Tanzania,Malawi,50,0,50
1969,United Rep. of Tanzania,Rwanda,13500,500,14000
1969,United Rep. of Tanzania,Various/Unknown,450,50,500
1969,Uganda,Dem. Rep. of the Congo,34530,0,34530
1969,Uganda,Congo,0,90,90
1969,Uganda,Rwanda,71230,0,71230
1969,Uganda,Sudan,71500,300,71800
1969,United States of America,Various/Unknown,500000,0,500000
1969,Venezuela (Bolivarian Republic of),Cuba,14500,0,14500
1969,Venezuela (Bolivarian Republic of),Various/Unknown,500,0,500
1969,Zambia,Angola,8190,230,8420
1969,Zambia,Congo,0,330,330
1969,Zambia,Mozambique,3120,100,3220
1969,Zambia,Malawi,140,0,140
1969,Zambia,Namibia,840,420,1260
1969,Zambia,Various/Unknown,60,70,130
1969,Zambia,South Africa,290,150,440
1970,Argentina,Various/Unknown,35000,0,35000
1970,Australia,Various/Unknown,42000,0,42000
1970,Austria,Various/Unknown,25300,0,25300
1970,Burundi,Dem. Rep. of the Congo,7000,0,7000
1970,Burundi,Congo,0,3000,3000
1970,Burundi,Rwanda,31800,4200,36000
1970,Belgium,Various/Unknown,31500,0,31500
1970,Brazil,Various/Unknown,40000,0,40000
1970,Botswana,Angola,4210,0,4210
1970,Botswana,Various/Unknown,150,0,150
1970,Central African Rep.,Dem. Rep. of the Congo,3080,70,3150
1970,Central African Rep.,Sudan,22670,0,22670
1970,Central African Rep.,Chad,1400,0,1400
1970,Canada,Various/Unknown,18518,0,18518
1970,Switzerland,Various/Unknown,31000,0,31000
1970,Chile,Various/Unknown,6000,0,6000
1970,Cameroon,Various/Unknown,8000,0,8000
1970,Dem. Rep. of the Congo,Angola,400000,0,400000
1970,Dem. Rep. of the Congo,Rwanda,24000,0,24000
1970,Dem. Rep. of the Congo,Sudan,55000,0,55000
1970,Dem. Rep. of the Congo,Various/Unknown,1000,0,1000
1970,Dem. Rep. of the Congo,Zambia,9000,4000,13000
1970,Congo,Various/Unknown,500,0,500
1970,Colombia,Various/Unknown,1500,0,1500
1970,Cyprus,Armenia,200,0,200
1970,Germany,Various/Unknown,115000,0,115000
1970,Denmark,Various/Unknown,2000,0,2000
1970,Dominican Rep.,Various/Unknown,1000,0,1000
1970,Algeria,Various/Unknown,500,0,500
1970,Egypt,Various/Unknown,5000,0,5000
1970,Spain,Various/Unknown,29500,0,29500
1970,Ethiopia,Sudan,21000,0,21000
1970,France,Various/Unknown,158543,0,158543
1970,United Kingdom,Various/Unknown,162000,0,162000
1970,Greece,Greece,2360,0,2360
1970,Greece,Romania,50,0,50
1970,Greece,Various/Unknown,3300,0,3300
1970,"China, Hong Kong SAR",Various/Unknown,1000,0,1000
1970,India,Tibetan,56500,0,56500
1970,Italy,Various/Unknown,13000,0,13000
1970,Kenya,Mozambique,230,0,230
1970,Kenya,Namibia,60,0,60
1970,Kenya,Rwanda,250,0,250
1970,Kenya,Sudan,290,0,290
1970,Kenya,Various/Unknown,50,0,50
1970,Kenya,South Africa,50,0,50
1970,Cambodia,Viet Nam,20000,0,20000
1970,Lesotho,South Africa,70,0,70
1970,"China, Macao SAR",China,66000,0,66000
1970,Morocco,Czech Rep.,70,0,70
1970,Morocco,Spain,680,0,680
1970,Morocco,Hungary,130,0,130
1970,Morocco,Poland,150,0,150
1970,Morocco,Russian Federation,170,0,170
1970,Morocco,Various/Unknown,240,0,240
1970,Mexico,Cuba,2200,0,2200
1970,Mexico,Various/Unknown,800,0,800
1970,Netherlands,Various/Unknown,8524,0,8524
1970,Norway,Various/Unknown,2000,0,2000
1970,Nepal,Tibetan,8060,0,8060
1970,New Zealand,Various/Unknown,2000,0,2000
1970,Peru,Bolivia (Plurinational State of),1400,0,1400
1970,Peru,Various/Unknown,100,0,100
1970,Paraguay,Various/Unknown,1500,0,1500
1970,Sudan,Dem. Rep. of the Congo,5990,0,5990
1970,Sudan,Congo,0,360,360
1970,Sudan,Ethiopia,54350,0,54350
1970,Sudan,Chad,500,0,500
1970,Senegal,Cabo Verde,400,0,400
1970,Senegal,Guinea-Bissau,66660,1140,67800
1970,Senegal,Nigeria,0,60,60
1970,Senegal,Various/Unknown,0,140,140
1970,Serbia and Kosovo (S/RES/1244 (1999)),Albania,3920,0,3920
1970,Serbia and Kosovo (S/RES/1244 (1999)),Greece,18930,0,18930
1970,Serbia and Kosovo (S/RES/1244 (1999)),Hungary,3270,0,3270
1970,Sweden,Various/Unknown,20000,0,20000
1970,Swaziland,Various/Unknown,85,0,85
1970,Swaziland,South Africa,50,0,50
1970,Turkey,Albania,390,0,390
1970,Turkey,Bulgaria,320,0,320
1970,Turkey,Hungary,90,0,90
1970,Turkey,Romania,50,0,50
1970,Turkey,Serbia and Kosovo (S/RES/1244 (1999)),150,0,150
1970,Turkey,Various/Unknown,170,0,170
1970,United Rep. of Tanzania,Dem. Rep. of the Congo,1850,0,1850
1970,United Rep. of Tanzania,Congo,0,200,200
1970,United Rep. of Tanzania,Mozambique,55100,0,55100
1970,United Rep. of Tanzania,Malawi,100,0,100
1970,United Rep. of Tanzania,Rwanda,14000,0,14000
1970,United Rep. of Tanzania,Various/Unknown,450,0,450
1970,Uganda,Dem. Rep. of the Congo,33730,0,33730
1970,Uganda,Congo,0,210,210
1970,Uganda,Rwanda,72000,60,72060
1970,Uganda,Sudan,74000,300,74300
1970,Uganda,Various/Unknown,70,0,70
1970,Uruguay,Various/Unknown,1500,0,1500
1970,United States of America,Various/Unknown,500000,0,500000
1970,Venezuela (Bolivarian Republic of),Cuba,14500,0,14500
1970,Venezuela (Bolivarian Republic of),Various/Unknown,500,0,500
1970,Zambia,Angola,9910,0,9910
1970,Zambia,Mozambique,4740,0,4740
1970,Zambia,Malawi,150,0,150
1970,Zambia,Namibia,840,0,840
1970,Zambia,Various/Unknown,70,0,70
1970,Zambia,South Africa,290,0,290
1971,United Arab Emirates,Various/Unknown,870,0,870
1971,Argentina,Bolivia (Plurinational State of),230,0,230
1971,Argentina,Various/Unknown,33770,0,33770
1971,Austria,Various/Unknown,25000,0,25000
1971,Burundi,Dem. Rep. of the Congo,0,7000,7000
1971,Burundi,Rwanda,32800,0,32800
1971,Burundi,Various/Unknown,150,0,150
1971,Belgium,Various/Unknown,29000,0,29000
1971,Brazil,Cuba,37800,0,37800
1971,Brazil,Various/Unknown,200,0,200
1971,Botswana,Angola,8690,0,8690
1971,Botswana,Lesotho,60,0,60
1971,Botswana,Various/Unknown,50,0,50
1971,Botswana,South Africa,90,0,90
1971,Central African Rep.,Dem. Rep. of the Congo,3300,0,3300
1971,Central African Rep.,Sudan,23300,2000,25300
1971,Central African Rep.,Chad,1400,0,1400
1971,Canada,Various/Unknown,17196,0,17196
1971,Switzerland,Various/Unknown,30000,0,30000
1971,Chile,Brazil,2000,0,2000
1971,Chile,Various/Unknown,5000,0,5000
1971,Côte d'Ivoire,Guinea,300,0,300
1971,Dem. Rep. of the Congo,Angola,400000,0,400000
1971,Dem. Rep. of the Congo,Rwanda,23500,0,23500
1971,Dem. Rep. of the Congo,Sudan,50000,0,50000
1971,Dem. Rep. of the Congo,Zambia,750,10000,10750
1971,Colombia,Various/Unknown,1400,0,1400
1971,Cyprus,Armenia,200,0,200
1971,Germany,Various/Unknown,125000,0,125000
1971,Denmark,Various/Unknown,4400,0,4400
1971,Dominican Rep.,Various/Unknown,1000,0,1000
1971,Egypt,Armenia,3500,0,3500
1971,Egypt,Ethiopia,200,0,200
1971,Egypt,Various/Unknown,1200,0,1200
1971,Egypt,South Africa,120,0,120
1971,Spain,Various/Unknown,38000,0,38000
1971,Ethiopia,Sudan,22670,0,22670
1971,Ethiopia,Various/Unknown,60,0,60
1971,France,Various/Unknown,141844,0,141844
1971,United Kingdom,Various/Unknown,150000,0,150000
1971,Ghana,Various/Unknown,70,0,70
1971,Greece,Greece,1480,0,1480
1971,Greece,Various/Unknown,4300,0,4300
1971,"China, Hong Kong SAR",Various/Unknown,1000,0,1000
1971,India,Tibetan,56180,0,56180
1971,Italy,Various/Unknown,12700,0,12700
1971,Jordan,Armenia,50,0,50
1971,Kenya,Various/Unknown,2500,0,2500
1971,Kenya,South Africa,100,0,100
1971,Lebanon,Armenia,320,0,320
1971,Lebanon,Various/Unknown,2730,0,2730
1971,Liberia,Sudan,60,0,60
1971,Lesotho,South Africa,190,0,190
1971,"China, Macao SAR",China,70000,0,70000
1971,Morocco,Czech Rep.,70,0,70
1971,Morocco,Spain,670,0,670
1971,Morocco,Hungary,130,0,130
1971,Morocco,Poland,150,0,150
1971,Morocco,Russian Federation,160,0,160
1971,Morocco,Various/Unknown,250,0,250
1971,Mexico,Cuba,2200,0,2200
1971,Mexico,Various/Unknown,800,0,800
1971,Mali,Various/Unknown,60,0,60
1971,Netherlands,Various/Unknown,8600,0,8600
1971,Norway,Various/Unknown,3000,0,3000
1971,Nepal,Tibetan,7930,0,7930
1971,Peru,Bolivia (Plurinational State of),1400,0,1400
1971,Peru,Various/Unknown,100,0,100
1971,Paraguay,Bolivia (Plurinational State of),1300,0,1300
1971,Paraguay,Various/Unknown,200,0,200
1971,Sudan,Dem. Rep. of the Congo,5000,1140,6140
1971,Sudan,Ethiopia,55000,0,55000
1971,Senegal,Guinea-Bissau,80000,0,80000
1971,Serbia and Kosovo (S/RES/1244 (1999)),Various/Unknown,24000,0,24000
1971,Sweden,Various/Unknown,20000,0,20000
1971,Swaziland,South Africa,50,0,50
1971,Tunisia,Various/Unknown,100,0,100
1971,Turkey,Albania,390,0,390
1971,Turkey,Bulgaria,340,0,340
1971,Turkey,Hungary,90,0,90
1971,Turkey,Romania,60,0,60
1971,Turkey,Serbia and Kosovo (S/RES/1244 (1999)),140,0,140
1971,Turkey,Various/Unknown,130,0,130
1971,United Rep. of Tanzania,Dem. Rep. of the Congo,1550,290,1840
1971,United Rep. of Tanzania,Mozambique,55810,0,55810
1971,United Rep. of Tanzania,Malawi,100,0,100
1971,United Rep. of Tanzania,Rwanda,13330,0,13330
1971,United Rep. of Tanzania,Various/Unknown,450,0,450
1971,Uganda,Dem. Rep. of the Congo,33620,360,33980
1971,Uganda,Rwanda,72000,340,72340
1971,Uganda,Sudan,75300,940,76240
1971,Uruguay,Various/Unknown,1500,0,1500
1971,United States of America,Various/Unknown,530000,0,530000
1971,Venezuela (Bolivarian Republic of),Cuba,14500,0,14500
1971,Venezuela (Bolivarian Republic of),Various/Unknown,500,0,500
1971,Viet Nam,Cambodia,57000,0,57000
1971,Zambia,Angola,11000,650,11650
1971,Zambia,Mozambique,4600,1050,5650
1971,Zambia,Malawi,150,0,150
1971,Zambia,Namibia,900,0,900
1971,Zambia,Various/Unknown,50,50,100
1971,Zambia,South Africa,300,0,300
1972,United Arab Emirates,Various/Unknown,870,0,870
1972,Argentina,Bolivia (Plurinational State of),280,0,280
1972,Argentina,Various/Unknown,32720,0,32720
1972,Austria,Various/Unknown,25000,0,25000
1972,Burundi,Dem. Rep. of the Congo,100,0,100
1972,Burundi,Rwanda,43290,0,43290
1972,Belgium,Various/Unknown,29000,0,29000
1972,Bolivia (Plurinational State of),Various/Unknown,700,0,700
1972,Brazil,Cuba,200,0,200
1972,Brazil,Various/Unknown,36800,0,36800
1972,Botswana,Angola,4300,0,4300
1972,Botswana,Namibia,50,0,50
1972,Botswana,Various/Unknown,50,0,50
1972,Botswana,South Africa,100,0,100
1972,Central African Rep.,Dem. Rep. of the Congo,3500,0,3500
1972,Central African Rep.,Sudan,16970,36320,53290
1972,Central African Rep.,Chad,1500,0,1500
1972,Canada,Various/Unknown,20933,0,20933
1972,Switzerland,Various/Unknown,35000,0,35000
1972,Chile,Bolivia (Plurinational State of),1000,0,1000
1972,Chile,Brazil,2000,0,2000
1972,Chile,Various/Unknown,4000,0,4000
1972,Dem. Rep. of the Congo,Angola,400000,0,400000
1972,Dem. Rep. of the Congo,Burundi,35000,0,35000
1972,Dem. Rep. of the Congo,Rwanda,23500,0,23500
1972,Dem. Rep. of the Congo,Sudan,36000,15000,51000
1972,Dem. Rep. of the Congo,Zambia,750,0,750
1972,Colombia,Various/Unknown,1350,0,1350
1972,Costa Rica,Cuba,600,0,600
1972,Costa Rica,Various/Unknown,100,0,100
1972,Cyprus,Turkey,200,0,200
1972,Germany,Various/Unknown,125000,0,125000
1972,Denmark,Various/Unknown,3687,0,3687
1972,Dominican Rep.,Various/Unknown,1100,0,1100
1972,Ecuador,Bolivia (Plurinational State of),50,0,50
1972,Ecuador,Various/Unknown,150,0,150
1972,Egypt,Armenia,3500,0,3500
1972,Egypt,Ethiopia,240,0,240
1972,Egypt,Various/Unknown,3500,0,3500
1972,Egypt,South Africa,130,0,130
1972,Spain,Various/Unknown,40000,0,40000
1972,Ethiopia,Sudan,16080,15660,31740
1972,Ethiopia,Various/Unknown,120,0,120
1972,France,Various/Unknown,98900,0,98900
1972,United Kingdom,Various/Unknown,150000,0,150000
1972,Greece,Greece,940,0,940
1972,Greece,Various/Unknown,2410,0,2410
1972,Guatemala,Cuba,70,0,70
1972,Guatemala,Various/Unknown,90,0,90
1972,Guyana,Cuba,50,0,50
1972,Guyana,Various/Unknown,50,0,50
1972,"China, Hong Kong SAR",Various/Unknown,50,0,50
1972,Honduras,Various/Unknown,70,0,70
1972,India,Tibetan,57680,0,57680
1972,Italy,Various/Unknown,12600,0,12600
1972,Jordan,Turkey,50,0,50
1972,Kenya,Sudan,0,150,150
1972,Kenya,Various/Unknown,2390,0,2390
1972,Kenya,South Africa,100,0,100
1972,Lao People's Dem. Rep.,Myanmar,700,0,700
1972,Lebanon,Various/Unknown,3340,50,3390
1972,Lesotho,South Africa,60,0,60
1972,"China, Macao SAR",China,75000,0,75000
1972,"China, Macao SAR",Myanmar,5000,0,5000
1972,Morocco,Czech Rep.,70,0,70
1972,Morocco,Spain,650,0,650
1972,Morocco,Hungary,130,0,130
1972,Morocco,Poland,140,0,140
1972,Morocco,Russian Federation,150,0,150
1972,Morocco,Various/Unknown,240,0,240
1972,Mexico,Cuba,2150,0,2150
1972,Mexico,Various/Unknown,850,0,850
1972,Nicaragua,Various/Unknown,50,0,50
1972,Netherlands,Various/Unknown,8830,0,8830
1972,Norway,Various/Unknown,3000,0,3000
1972,Nepal,Tibetan,8000,0,8000
1972,Panama,Various/Unknown,130,0,130
1972,Peru,Bolivia (Plurinational State of),200,0,200
1972,Peru,Various/Unknown,1350,0,1350
1972,Paraguay,Bolivia (Plurinational State of),200,0,200
1972,Paraguay,Various/Unknown,1200,0,1200
1972,Rwanda,Burundi,4000,0,4000
1972,Sudan,Dem. Rep. of the Congo,4620,500,5120
1972,Sudan,Ethiopia,44400,8090,52490
1972,Senegal,Guinea-Bissau,82000,50,82050
1972,El Salvador,Various/Unknown,100,0,100
1972,Serbia and Kosovo (S/RES/1244 (1999)),Albania,1910,0,1910
1972,Serbia and Kosovo (S/RES/1244 (1999)),Greece,5670,0,5670
1972,Serbia and Kosovo (S/RES/1244 (1999)),Various/Unknown,19120,0,19120
1972,Sweden,Various/Unknown,20000,0,20000
1972,Swaziland,Various/Unknown,80,0,80
1972,Turkey,Albania,390,0,390
1972,Turkey,Bulgaria,340,0,340
1972,Turkey,Hungary,80,0,80
1972,Turkey,Romania,90,0,90
1972,Turkey,Serbia and Kosovo (S/RES/1244 (1999)),130,0,130
1972,Turkey,Various/Unknown,130,0,130
1972,United Rep. of Tanzania,Burundi,90000,0,90000
1972,United Rep. of Tanzania,Dem. Rep. of the Congo,1400,0,1400
1972,United Rep. of Tanzania,Mozambique,58000,0,58000
1972,United Rep. of Tanzania,Malawi,100,0,100
1972,United Rep. of Tanzania,Namibia,50,0,50
1972,United Rep. of Tanzania,Rwanda,14000,0,14000
1972,United Rep. of Tanzania,Various/Unknown,1350,0,1350
1972,United Rep. of Tanzania,South Africa,100,0,100
1972,Uganda,Dem. Rep. of the Congo,34300,200,34500
1972,Uganda,Rwanda,72860,340,73200
1972,Uganda,Sudan,59400,17800,77200
1972,Uruguay,Various/Unknown,1500,0,1500
1972,United States of America,Various/Unknown,530000,0,530000
1972,Venezuela (Bolivarian Republic of),Cuba,14000,0,14000
1972,Venezuela (Bolivarian Republic of),Various/Unknown,700,0,700
1972,Viet Nam,Cambodia,55000,0,55000
1972,Zambia,Angola,17200,0,17200
1972,Zambia,Mozambique,6400,0,6400
1972,Zambia,Malawi,150,20000,20150
1972,Zambia,Namibia,900,0,900
1972,Zambia,Various/Unknown,50,0,50
1972,Zambia,South Africa,300,0,300
1973,United Arab Emirates,Various/Unknown,3200,0,3200
1973,Argentina,Various/Unknown,37000,0,37000
1973,Austria,Various/Unknown,25000,0,25000
1973,Burundi,Dem. Rep. of the Congo,0,100,100
1973,Burundi,Rwanda,49000,0,49000
1973,Belgium,Various/Unknown,20000,0,20000
1973,Bolivia (Plurinational State of),Various/Unknown,700,0,700
1973,Brazil,Various/Unknown,35200,0,35200
1973,Botswana,Angola,4300,0,4300
1973,Botswana,Namibia,50,0,50
1973,Botswana,Various/Unknown,50,0,50
1973,Botswana,South Africa,100,0,100
1973,Central African Rep.,Dem. Rep. of the Congo,3500,0,3500
1973,Central African Rep.,Sudan,2000,16000,18000
1973,Central African Rep.,Chad,1500,0,1500
1973,Canada,Various/Unknown,13358,0,13358
1973,Switzerland,Various/Unknown,35000,0,35000
1973,Chile,Various/Unknown,9500,0,9500
1973,Dem. Rep. of the Congo,Angola,400000,0,400000
1973,Dem. Rep. of the Congo,Burundi,35000,0,35000
1973,Dem. Rep. of the Congo,Rwanda,24300,0,24300
1973,Dem. Rep. of the Congo,Sudan,0,36010,36010
1973,Dem. Rep. of the Congo,Zambia,750,0,750
1973,Colombia,Various/Unknown,1450,0,1450
1973,Germany,Various/Unknown,125000,0,125000
1973,Denmark,Various/Unknown,3687,0,3687
1973,Egypt,Various/Unknown,2600,0,2600
1973,Spain,Various/Unknown,26000,0,26000
1973,Ethiopia,Sudan,5300,13870,19170
1973,Ethiopia,Various/Unknown,100,0,100
1973,France,Various/Unknown,101830,0,101830
1973,United Kingdom,Various/Unknown,150000,0,150000
1973,Greece,Greece,720,0,720
1973,Greece,Various/Unknown,2220,0,2220
1973,India,Tibetan,58840,0,58840
1973,Italy,Various/Unknown,12600,0,12600
1973,Kenya,Burundi,165,0,165
1973,Kenya,Mozambique,400,0,400
1973,Kenya,Namibia,60,0,60
1973,Kenya,Rwanda,165,0,165
1973,Kenya,Sudan,70,250,320
1973,Kenya,Various/Unknown,2000,0,2000
1973,Kenya,South Africa,110,0,110
1973,Lebanon,Various/Unknown,3830,50,3880
1973,Lesotho,South Africa,180,0,180
1973,Morocco,Czech Rep.,60,0,60
1973,Morocco,Spain,320,0,320
1973,Morocco,Hungary,90,0,90
1973,Morocco,Poland,100,0,100
1973,Morocco,Russian Federation,110,0,110
1973,Morocco,Various/Unknown,180,0,180
1973,Mexico,Various/Unknown,4000,0,4000
1973,Netherlands,Various/Unknown,8400,0,8400
1973,Norway,Various/Unknown,3000,0,3000
1973,Nepal,Tibetan,8000,0,8000
1973,Rwanda,Burundi,6500,0,6500
1973,Sudan,Dem. Rep. of the Congo,4600,0,4600
1973,Sudan,Ethiopia,46300,0,46300
1973,Senegal,Guinea-Bissau,84000,0,84000
1973,Serbia and Kosovo (S/RES/1244 (1999)),Albania,1700,0,1700
1973,Serbia and Kosovo (S/RES/1244 (1999)),Greece,5180,0,5180
1973,Serbia and Kosovo (S/RES/1244 (1999)),Various/Unknown,19410,0,19410
1973,Sweden,Various/Unknown,20000,0,20000
1973,Swaziland,Various/Unknown,100,0,100
1973,Tunisia,Spain,70,0,70
1973,Turkey,Albania,390,0,390
1973,Turkey,Bulgaria,340,0,340
1973,Turkey,Hungary,80,0,80
1973,Turkey,Romania,90,0,90
1973,Turkey,Serbia and Kosovo (S/RES/1244 (1999)),130,0,130
1973,Turkey,Various/Unknown,130,0,130
1973,United Rep. of Tanzania,Burundi,90230,0,90230
1973,United Rep. of Tanzania,Dem. Rep. of the Congo,980,210,1190
1973,United Rep. of Tanzania,Mozambique,59190,0,59190
1973,United Rep. of Tanzania,Malawi,100,0,100
1973,United Rep. of Tanzania,Rwanda,16210,0,16210
1973,United Rep. of Tanzania,Uganda,950,0,950
1973,United Rep. of Tanzania,Various/Unknown,13200,0,13200
1973,Uganda,Dem. Rep. of the Congo,34300,0,34300
1973,Uganda,Rwanda,73920,600,74520
1973,Uganda,Sudan,5680,53750,59430
1973,United States of America,Various/Unknown,530000,0,530000
1973,Venezuela (Bolivarian Republic of),Various/Unknown,15400,0,15400
1973,Viet Nam,Cambodia,35000,0,35000
1973,Zambia,Angola,22250,0,22250
1973,Zambia,Mozambique,10210,0,10210
1973,Zambia,Namibia,3300,0,3300
1973,Zambia,Various/Unknown,1000,0,1000
1973,Zambia,South Africa,550,0,550
1974,United Arab Emirates,Various/Unknown,1200,0,1200
1974,Argentina,Bolivia (Plurinational State of),1500,0,1500
1974,Argentina,Chile,12000,0,12000
1974,Argentina,Uruguay,3000,0,3000
1974,Argentina,Various/Unknown,30500,0,30500
1974,Austria,Various/Unknown,25000,0,25000
1974,Burundi,Rwanda,48500,230,48730
1974,Belgium,Various/Unknown,11100,0,11100
1974,Bangladesh,Pakistan,0,104320,104320
1974,Bahrain,Various/Unknown,60,0,60
1974,Bolivia (Plurinational State of),Various/Unknown,700,0,700
1974,Brazil,Various/Unknown,34000,0,34000
1974,Botswana,Angola,2210,0,2210
1974,Botswana,Lesotho,110,0,110
1974,Botswana,Namibia,50,0,50
1974,Botswana,South Africa,110,0,110
1974,Central African Rep.,Various/Unknown,5000,0,5000
1974,Canada,Various/Unknown,11410,0,11410
1974,Switzerland,Various/Unknown,35000,0,35000
1974,Chile,Various/Unknown,3700,0,3700
1974,Dem. Rep. of the Congo,Angola,450000,0,450000
1974,Dem. Rep. of the Congo,Burundi,24000,0,24000
1974,Dem. Rep. of the Congo,Rwanda,24300,0,24300
1974,Dem. Rep. of the Congo,Various/Unknown,950,0,950
